Year,Motherboard_Model,CPU,GPU,RAM_GB,Storage_GB,Price_PHP
2023,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,64,2048,99853.6
2022,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,64,2048,101170.16
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 4090,64,512,112453.6
2021,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,32,512,61248.32
2024,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,32,2048,104807.92
2022,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,16,2048,59188.64
2022,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,64,1024,139863.36
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,16,2048,74158
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 7900 XTX,16,1024,71911.28
2024,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,32,2048,153848.24
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,64,512,69618.64
2023,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,32,2048,71667.68
2022,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,16,512,76083.84
2023,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,16,512,112618.8
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 7900 XTX,32,512,80290
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,64,512,85078
2021,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3060,32,1024,50354.64
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,64,1024,77678.72
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,32,512,44621.92
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,64,2048,132706.56
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,64,512,70040.32
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RX 6700 XT,16,2048,52355.52
2022,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,64,2048,86075.92
2024,ASRock X570 Phantom,Intel i9-12900K,RX 7900 XTX,64,1024,121380
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,101184.72
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,16,2048,55678.56
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3080,64,512,79954.56
2021,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 4090,64,1024,135456.72
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,32,512,47040.56
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,64,1024,94644.48
2020,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3070,32,1024,50671.6
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,16,1024,40740.56
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 7900 XTX,32,1024,89762.4
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,32,512,40620.16
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,64,2048,72493.68
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,64,512,151836.72
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 4090,32,2048,98224.56
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,16,1024,88431.28
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3060,16,2048,37512.72
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,32,1024,53504.08
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,64,2048,69868.4
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,32,1024,116660.88
2024,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,64,2048,90252.4
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,64,512,75403.44
2020,Gigabyte B660M DS3H,Intel i5-11400F,RX 6700 XT,64,512,52943.52
2024,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3070,64,2048,90527.36
2022,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,64,2048,131302.08
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,16,512,48104.56
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 4090,64,2048,132459.04
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 6700 XT,16,512,44126.88
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,32,1024,72761.36
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 7900 XTX,64,512,96048.4
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,39550.56
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,16,512,72022.16
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,64,2048,148355.76
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,64,2048,103531.12
2022,Gigabyte B660M DS3H,Intel i9-12900K,RTX 4090,32,512,119455.84
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,16,512,87506.72
2021,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 4090,64,512,128105.04
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,64,1024,88430.16
2021,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,32,512,44732.8
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,16,512,25914.56
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,64,1024,103536.72
2020,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,32,512,54586.56
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,32,2048,73598
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3060,16,1024,35803.04
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,32,2048,65107.28
2020,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,32,512,53962.16
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,64,2048,90279.84
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3060,16,512,25348.96
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,64,1024,126585.76
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,65415.28
2024,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,32,512,55376.16
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 7900 XTX,32,512,71183.28
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,64,512,69707.12
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,16,2048,46795.84
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3080,32,2048,79842
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,32,2048,101491.6
2023,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,32,2048,125788.88
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,77544.32
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3070,32,512,44886.24
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,37681.28
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3070,16,1024,39091.92
2023,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,64,512,87983.28
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,32,1024,73505.6
2023,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3080,32,1024,62340.32
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,32,512,45415.44
2022,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,16,1024,46200.56
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,16,1024,85239.28
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3060,32,512,31707.2
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3070,64,1024,92232.56
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,512,93380.56
2024,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 7900 XTX,64,1024,120885.52
2020,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,32,1024,68425.84
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,64,2048,144744.88
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,64,2048,77790.72
2021,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 6700 XT,64,2048,69252.4
2023,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3080,16,1024,58375.52
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,16,1024,112327.6
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,16,2048,60566.8
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,32,2048,61857.04
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 4090,32,2048,122278.8
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3080,32,2048,83575.52
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,16,1024,31421.04
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,64,1024,80235.12
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3060,64,1024,62245.12
2021,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,64,1024,70126.56
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3060,64,2048,74264.96
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,32,512,57166.48
2021,Gigabyte B660M DS3H,Intel i5-11400F,RTX 4090,32,512,100380
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,16,1024,52923.36
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,16,1024,34386.8
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3060,16,2048,48593.44
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,32,512,60443.04
2021,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,64,2048,137611.6
2023,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 6700 XT,32,2048,64963.36
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,87159.52
2021,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 4090,16,1024,107217.6
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3080,64,1024,99001.28
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,64,512,62083.84
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,64,2048,82920.32
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3070,32,512,52271.52
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 4090,32,1024,122492.16
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,32,2048,49371.84
2020,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3080,64,2048,85649.76
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 7900 XTX,64,2048,101444
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,37856
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,32,1024,60951.52
2021,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 6700 XT,16,1024,41182.4
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,64,2048,103541.2
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RX 7900 XTX,32,512,93433.76
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,16,2048,60553.92
2021,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,96338.48
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RX 6700 XT,64,512,55918.24
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,16,512,50221.36
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,32,512,40083.12
2024,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3070,16,2048,52526.32
2020,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3070,32,1024,57780.24
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3060,64,2048,78530.48
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,64,2048,76016.08
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3080,32,512,69862.24
2024,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 4090,16,512,107607.92
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3060,16,1024,38456.88
2020,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3070,64,2048,79766.4
2020,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,16,2048,64321.04
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,33700.8
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3070,64,512,82837.44
2024,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,16,512,29583.68
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3070,16,1024,56590.8
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,32,512,48714.96
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,64,1024,99872.08
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 4090,32,2048,114172.8
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,64,512,81497.36
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,64,2048,95578
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3070,32,512,70785.12
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3060,32,512,35880.32
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 4090,64,2048,148769.04
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,65979.76
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,16,2048,46599.84
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,16,512,34126.4
2022,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3070,16,1024,58026.08
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3070,64,2048,71767.36
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,32,1024,76067.04
2020,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,32,512,69210.4
2021,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3080,16,512,63960.4
2024,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3070,64,2048,97010.48
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,32,512,38100.72
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3060,32,512,32957.68
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,16,512,53000.08
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,16,512,36711.36
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,32,1024,84219.52
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,32,512,47111.12
2024,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3080,64,1024,107032.8
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,32,1024,34072.64
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 4090,32,2048,122507.84
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,32,512,57937.6
2023,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,64,2048,82947.76
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3070,32,1024,58663.92
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3080,32,2048,69157.2
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,16,2048,63917.28
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,16,512,54481.28
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,32,1024,85129.52
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,1024,85621.2
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,32,512,43100.4
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3070,16,1024,44381.68
2022,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,64,1024,85861.44
2022,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,32,1024,70411.6
2021,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3060,32,2048,43125.04
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,16,1024,80691.52
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,32,512,76385.68
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,16,512,63921.2
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 4090,32,2048,122998.96
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,32,512,60125.52
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,64,2048,109333.28
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,32,2048,103583.76
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 6700 XT,32,512,56770
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,32,2048,90162.24
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 4090,16,512,107952.88
2020,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,45211.04
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,16,1024,44332.96
2021,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,32,512,52509.52
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,16,512,31405.36
2021,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3070,16,1024,60940.88
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,61080.88
2021,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3060,32,512,48216
2022,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3060,64,512,68500.32
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,16,512,52846.64
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,16,512,46098.08
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,64,2048,133047.04
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3080,64,1024,81413.92
2022,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,512,77920.08
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,64,512,124834.08
2022,ASRock X570 Phantom,Intel i5-11400F,RTX 3060,32,2048,42659.68
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,64,512,66598
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,32,1024,78255.52
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,64,1024,164080
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,16,2048,73423.28
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,64,1024,97091.12
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,64,2048,126444.64
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 4090,64,2048,120103.2
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,64,512,71589.84
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,64,512,97063.12
2021,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,64,2048,69109.6
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,32,2048,48736.24
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3070,16,2048,61379.92
2020,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,59439.52
2022,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3070,64,1024,82850.88
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,16,2048,78293.04
2023,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3080,16,2048,83563.2
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,32,2048,92615.6
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,32,512,65125.76
2021,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,16,512,41591.2
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,50849.68
2020,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3070,32,1024,58292.08
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3080,16,2048,63249.2
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,32,1024,124579.84
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 6700 XT,64,512,75985.28
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 6700 XT,32,1024,39767.84
2021,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,64,1024,130794.72
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,64,2048,83366.64
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,64,2048,92112.72
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,64886.08
2021,Gigabyte B660M DS3H,Intel i9-12900K,RX 7900 XTX,32,512,88650.8
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3070,64,512,87202.08
2020,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 7900 XTX,32,1024,71945.44
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,32,1024,113651.44
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,16,2048,115611.44
2022,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3070,64,2048,92219.12
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,64,512,85727.6
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,64,512,83416.48
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,16,512,49794.64
